//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Year,Peak,Team,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Buy Order High(CC),Sell Order Low(CC),Last 10 Price(CC),date
NeL Set 1 - Negro League Star SP Columbus Vance Detroit Stars 1933,64783,67,2,0,1933,N,Detroit Stars,Vance,Columbus,Luke,6,25,2,1905,3,2,1,11,70,49,11,74,81,61,70,49,11,74,80,61,71,50,12,75,82,62,0,0,0,33,5,12,29,27,12,76,70,78,64,71,77,71,79,66,74,75,69,78,64,70,71,78,0,84,0,0,32,0,0,0,0,0,69,81,3,89-91,4,178,24,20,21,19,0,0,0,70,56,56,50,0,0,0,0,0,81,51,0,0,0,0,0,0,1,1,0,2,1,2,0,1,vance-000col,35,125,82,0,0,15001,2024-04-18,
Rookie Sensation LF Andy Van Slyke STL 1983,64049,63,3,0,1983,N,St. Louis Cardinals,Van Slyke,Andy,,18,21,12,1960,2,1,7,0,58,80,76,90,51,71,57,69,63,84,51,69,58,86,79,92,52,72,2,0,0,76,80,81,74,14,1,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,84-86,3,188,55,52,69,40,0,0,0,53,120,97,0,0,38,0,50,0,81,13,79,0,0,0,0,0,1,1,1,5,1,2,0,0,vansly001and,0,73,88,0,0,10001,2024-03-15,
Rookie Sensation LF Maurice Van Robays PIT 1940,63944,45,3,0,1940,N,Pittsburgh Pirates,Van Robays,Maurice,Bomber,84,15,11,1914,1,1,7,0,60,66,69,53,66,60,57,56,81,61,59,61,62,70,65,49,69,60,2,1,0,49,58,41,48,4,1,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,24,4,83-85,3,183,6,5,9,10,0,0,0,44,40,61,0,0,0,0,0,0,48,0,12,0,0,0,0,0,1,0,1,2,0,1,0,1,vanrob001mau,20,69,77,0,5001,0,2024-03-15,
Snapshot RP Todd Van Poppel CHC 2001,62448,58,7,0,2001,N,Chicago Cubs,Van Poppel,Todd,,47,9,12,1971,1,1,1,12,21,34,38,52,17,25,21,34,38,52,17,25,21,34,38,52,17,25,2,2,0,16,4,6,28,28,2,113,73,41,69,74,113,73,41,69,74,113,73,41,69,74,98,72,83,0,0,0,0,0,0,94,0,0,16,41,3,96-98,4,196,25,21,23,24,0,0,0,7,5,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,vanpop001tod,0,74,61,0,5001,5876,2024-03-15,
Hardware Heroes CL Jose Valverde ARI 2007,58998,79,9,0,2007,N,Arizona Diamondbacks,Valverde,Jose,,47,24,3,1978,1,1,1,13,20,35,38,49,17,23,20,35,38,50,17,23,20,35,38,49,17,23,0,2,0,5,4,6,6,23,9,126,79,50,67,113,114,74,49,62,102,138,87,52,73,122,117,0,0,0,0,0,129,0,0,0,0,0,12,78,4,93-95,2,193,28,21,24,24,0,0,0,10,10,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,valver001jos,279,2999,880,0,0,15001,2024-03-15,
Snapshot C Dave Valle SEA 1990,62783,48,7,0,1990,N,Seattle Mariners,Valle,Dave,,10,30,10,1960,1,1,2,0,48,74,73,99,74,25,45,66,80,89,66,25,49,76,70,102,76,26,0,1,0,25,16,45,36,25,9,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,83-85,3,188,6,9,2,10,75,60,50,10,5,9,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,1,valle-001dav,22,35,25,0,5001,5001,2024-03-15,
Snapshot SS Jose Valentin MIL 1998,62722,40,7,0,1998,N,Milwaukee Brewers,Valentin,Jose,,2,12,10,1969,3,1,6,0,50,87,77,85,57,48,51,101,66,88,58,50,50,83,80,84,57,48,0,0,0,60,72,69,79,10,6,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,83-85,3,178,74,59,70,69,0,0,0,4,10,1,0,0,0,0,0,60,0,0,0,0,0,1,1,1,0,0,0,6,0,1,0,1,valent002jos,24,65,30,11111,0,18475,2024-03-15,
Snapshot SS John Valentin BOS 1996,63075,69,7,0,1996,N,Boston Red Sox,Valentin,John,,13,18,2,1967,1,1,6,0,78,65,55,77,97,67,86,77,47,74,109,70,77,61,57,79,93,66,2,1,0,56,54,54,66,8,5,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,22,4,83-85,3,183,73,67,71,71,0,0,0,9,2,9,0,0,0,0,42,63,0,0,0,0,0,1,1,1,0,0,0,6,1,2,0,0,valent001joh,38,98,52,0,0,10001,2024-03-15,
Snapshot C Javier Valentin CIN 2005,62966,63,7,0,2005,N,Cincinnati Reds,Valentin,Javier,,17,19,9,1975,3,1,2,0,58,61,94,78,69,55,54,52,79,70,62,53,61,65,99,80,72,56,0,0,0,9,3,6,18,4,10,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,12,4,83-85,3,178,34,30,32,33,40,63,72,5,10,10,0,52,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,1,2,0,0,valent003jos,0,165,55,0,10001,10001,2024-03-15,
MLB 2024 Live SP Framber Valdez HOU,61427,100,1,0,2024,N,Houston Astros,Valdez,Framber,,59,19,11,1993,2,2,1,11,8,9,4,12,12,12,8,9,4,12,12,12,10,10,5,13,13,13,0,0,0,20,21,17,24,33,9,85,109,82,149,87,91,116,84,166,96,83,106,82,143,85,0,74,88,78,0,89,0,0,0,0,0,0,76,76,0,92-94,3,180,27,52,56,45,1,1,1,5,9,8,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,200,0,0,valdez005fra,22000,50000,25712,0,0,0,2024-03-15,
MLB 2024 Live 2B Enmanuel Valdez BOS,61882,58,1,0,2024,N,Boston Red Sox,Valdez,Enmanuel,,83,28,12,1998,2,1,4,0,67,75,75,71,67,69,64,73,73,64,66,66,68,76,76,74,68,70,2,2,0,36,32,67,59,52,31,1,26,1,1,50,1,26,1,1,50,1,26,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,90-92,3,175,54,60,56,54,1,1,1,60,59,51,0,0,0,52,48,0,51,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,valdez000enm,0,7,13,0,0,0,2024-03-15,
MLB 2024 Live SP Naoyuki Uwasawa BOS,66438,57,1,0,2024,N,Boston Red Sox,Uwasawa,Naoyuki,,15,6,2,1994,1,1,1,11,19,21,3,17,19,18,19,21,3,17,19,18,19,21,4,17,19,18,0,0,0,3,6,2,1,47,10,68,67,80,57,76,66,65,79,56,72,71,68,82,59,79,69,69,0,0,66,0,0,72,0,0,68,0,59,49,2,89-91,4,188,18,17,43,6,5,5,1,30,28,19,43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,0,1,0,1,uwasaw000nao,0,76,65,0,0,0,2024-05-06,
Mission Edition 2B Chase Utley PHI 2009,64246,98,10,10,2009,N,Philadelphia Phillies,Utley,Chase,Silver Fox,26,17,12,1978,2,1,4,0,79,73,117,126,83,75,85,83,121,137,86,79,78,70,116,122,83,74,0,0,0,99,73,125,109,4,57,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,83-85,3,185,101,65,82,87,0,0,0,1,1,10,0,0,0,108,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,75,0,1,utley-002cha,10000,15999,11045,0,0,0,2024-03-15,
MLB 2024 Live 3B Gio Urshela DET,64159,82,1,0,2024,N,Detroit Tigers,Urshela,Gio,,10,11,10,1991,1,1,5,0,89,67,56,56,83,86,94,73,59,58,89,89,87,66,56,56,81,85,0,0,0,45,11,67,25,57,38,1,29,1,1,57,1,29,1,1,57,1,29,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,-,3,183,67,67,79,43,1,1,1,48,52,69,0,0,21,0,68,27,0,0,0,0,1,1,1,1,1,1,1,8,3,10,0,0,urshel001gio,0,1045,1033,0,0,0,2024-03-15,
Rookie Sensation SP John Urrea STL 1977,63766,71,3,0,1977,N,St. Louis Cardinals,Urrea,John,,38,9,2,1955,1,1,1,11,21,34,36,62,19,22,21,34,36,62,19,22,21,34,36,62,19,22,2,0,0,5,4,6,5,29,4,54,76,77,61,113,52,70,75,56,100,56,82,80,67,123,0,46,0,49,45,0,50,0,0,0,0,0,54,48,1,90-92,2,191,30,21,25,24,0,0,0,6,9,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,1,urrea-001joh,135,225,251,0,15001,0,2024-03-15,
MLB 2024 Live SP Jose Urquidy HOU,61424,74,1,0,2024,N,Houston Astros,Urquidy,Jose,,65,1,5,1995,1,1,1,11,16,11,3,14,18,16,16,11,3,14,18,16,16,11,3,14,18,16,0,0,0,22,14,22,29,25,4,72,75,91,65,97,69,73,89,62,95,75,76,94,67,99,60,54,56,55,50,0,0,0,0,0,0,0,61,43,3,94-96,3,183,22,17,37,5,2,2,5,19,28,29,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,2,5,0,1,hernan041jos,333,525,471,0,0,0,2024-03-15,
Snapshot SP Jose Urquidy HOU 2021,62368,80,7,0,2021,N,Houston Astros,Urquidy,Jose,,65,1,5,1995,1,1,1,11,21,34,38,48,17,25,21,34,38,49,17,25,21,34,38,48,17,25,0,2,0,5,5,6,5,24,6,47,78,104,60,128,46,77,104,59,125,47,81,105,63,131,30,27,27,30,19,0,0,0,0,0,0,0,54,100,4,91-93,3,183,28,19,23,24,0,0,0,4,4,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,hernan041jos,0,1399,1324,0,33333,20001,2024-03-15,
Snapshot SS Juan Uribe SF 2010,63162,74,7,0,2010,N,San Francisco Giants,Uribe,Juan,,5,22,3,1979,1,1,6,0,58,69,78,66,77,46,53,58,66,75,64,47,59,73,83,63,80,46,2,1,0,37,20,47,44,5,6,1,11,1,1,21,1,11,1,1,20,1,11,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,83-85,4,183,92,96,92,84,0,0,0,6,9,2,0,0,0,111,106,97,0,0,0,0,0,1,1,1,0,0,0,7,2,5,0,0,uribe-002jua,225,799,291,0,0,19500,2024-03-15,
Unsung Heroes SS Jose Uribe SF 1987,62342,76,8,0,1987,N,San Francisco Giants,Uribe,Jose,,23,21,1,1959,3,1,6,0,79,74,37,54,89,72,77,66,41,50,81,72,80,76,36,55,92,72,1,0,0,71,54,80,66,34,1,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,83-85,3,178,76,81,79,84,0,0,0,4,2,9,0,0,0,0,0,76,0,0,0,0,0,0,0,1,0,0,0,5,2,5,0,0,uribe-001jos,175,264,206,0,15001,0,2024-03-15,
MLB 2024 Live RP Abner Uribe MIL,61139,75,1,0,2024,N,Milwaukee Brewers,Uribe,Abner,,73,20,6,2000,1,1,1,12,25,16,4,14,21,25,25,16,4,14,21,25,25,16,4,14,21,25,0,0,0,17,14,14,23,53,15,107,94,31,113,77,91,81,31,101,65,121,105,32,130,90,0,86,0,0,0,90,0,0,0,0,0,0,21,41,0,100+,3,188,29,25,50,20,1,1,1,8,17,26,68,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,2,5,0,0,uribe-000abn,0,110,112,0,0,0,2024-04-17,
MLB 2024 Live 2B Ramon Urias BAL,61913,71,1,0,2024,N,Baltimore Orioles,Urias,Ramon,,29,3,6,1994,1,1,4,0,71,70,59,66,66,76,74,72,63,69,67,79,71,70,59,66,66,76,1,1,0,23,12,67,49,46,39,1,28,2,1,55,1,28,2,1,55,1,28,2,1,55,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,75-80,3,178,64,70,63,63,3,3,1,59,55,50,0,0,20,68,62,40,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,urias-000ram,230,625,580,0,0,0,2024-03-15,
MLB 2024 Live 3B Luis Urias SEA,61497,61,1,0,2024,N,Seattle Mariners,Urias,Luis,,2,3,6,1997,1,1,5,0,64,64,75,75,66,66,67,67,77,77,67,69,64,63,75,75,66,66,3,2,0,25,13,12,67,71,60,1,29,1,1,57,1,29,1,1,57,1,29,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,75-80,4,175,67,70,73,51,3,3,3,64,70,58,0,0,0,67,67,41,0,0,0,0,1,1,1,1,1,1,1,8,1,2,0,1,urias-000lui,0,40,47,0,0,0,2024-03-15,
MLB 2024 Live RP Jose Urena TEX,64147,56,1,0,2024,N,Texas Rangers,Urena,Jose,El Nueve,51,12,9,1991,1,1,1,12,30,20,9,24,32,24,30,20,9,24,32,24,30,20,9,24,32,24,0,0,0,21,14,23,26,46,35,69,73,66,65,87,66,71,65,64,78,72,76,67,67,95,52,55,0,56,0,56,0,0,0,0,0,0,43,89,1,94-96,3,188,42,44,51,26,0,0,0,24,31,56,89,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,8,0,1,0,1,urena-004jos,0,7,9,0,0,0,2024-03-15,
Unsung Heroes SS Billy Urbanski BSN 1932,62183,41,8,0,1932,N,Boston Braves,Urbanski,Billy,,10,5,6,1903,1,1,6,0,62,63,69,54,63,65,68,53,58,58,73,65,60,67,73,53,60,65,1,0,0,61,61,70,58,88,76,1,10,1,1,19,1,10,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,23,4,83-85,4,173,73,67,73,78,0,0,0,3,10,7,0,0,0,0,0,65,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,urbans002wil,0,13,20,0,5001,6251,2024-03-15,
Rookie Sensation CF Del Unser WS2 1968,63931,41,3,0,1968,N,Washington Senators,Unser,Del,,30,9,12,1944,2,2,8,0,70,49,14,69,99,53,65,41,14,60,84,53,72,52,15,73,105,53,1,2,0,63,57,66,44,11,19,1,9,1,1,17,1,9,1,1,18,1,9,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,22,4,83-85,3,185,34,34,34,34,0,0,0,71,72,100,0,0,14,0,0,0,0,60,0,0,1,0,0,0,1,1,1,4,0,1,0,1,unser-001del,13,87,65,0,5100,5021,2024-03-15,
Snapshot SP Tom Underwood OAK 1982,62527,62,7,0,1982,N,Oakland Athletics,Underwood,Tom,,31,22,12,1953,1,2,1,11,20,35,38,47,17,23,20,35,38,47,17,23,20,35,38,47,17,23,0,2,0,12,5,6,20,5,4,50,83,45,76,101,49,81,45,75,98,50,84,45,77,102,42,0,49,40,0,0,0,0,0,0,0,0,53,115,2,90-92,3,180,23,13,20,24,0,0,0,8,9,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,underw001tho,41,175,184,0,10001,0,2024-03-15,
Snapshot CF Ted Uhlaender MIN 1968,62908,59,7,0,1968,N,Minnesota Twins,Uhlaender,Ted,,11,21,10,1940,2,1,8,0,82,68,55,54,101,70,78,57,58,63,96,67,84,72,55,51,103,71,1,1,0,63,74,73,55,25,3,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83-85,3,188,10,8,2,3,0,0,0,72,66,44,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,1,0,4,0,1,0,1,uhlaen001the,0,29,27,0,13500,5001,2024-03-15,
Snapshot 2B Dan Uggla FLO 2010,63268,81,7,0,2010,N,Florida Marlins,Uggla,Dan,,6,11,3,1980,1,1,4,0,66,60,91,83,53,83,72,71,106,99,61,82,65,57,87,79,51,83,0,0,0,40,11,72,61,4,6,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,83-85,3,180,78,45,50,56,0,0,0,3,4,5,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,10,0,0,uggla-001dan,0,0,1231,0,22000,22501,2024-03-15,
Mission Edition LF Tuck Turner PHI 1894,59217,79,10,10,1894,N,Philadelphia Phillies,Turner,Tuck,,24,13,2,1873,3,2,7,0,141,71,11,44,94,164,136,69,11,41,91,159,143,72,11,46,95,166,0,2,3,56,47,58,65,62,57,48,21,57,44,1,50,23,58,49,1,48,20,57,42,1,106,0,0,0,0,0,0,0,0,0,0,0,0,23,4,90-92,3,168,1,3,1,2,0,0,0,57,56,54,0,0,0,0,0,0,64,28,53,0,0,0,0,0,1,1,1,1,2,5,0,1,turner002tuc,116,349,371,0,0,0,2024-03-15,
Hardware Heroes SS Trea Turner WAS 2021,62051,96,9,0,2021,N,Washington Nationals,Turner,Trea,,6,30,6,1993,1,1,6,0,100,56,71,56,85,102,100,63,84,53,82,104,101,54,67,58,86,102,0,0,0,73,75,92,74,5,59,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,83-85,3,188,97,58,84,85,0,0,0,1,4,10,0,0,0,102,0,84,0,0,0,0,0,1,0,1,0,1,0,7,4,75,0,0,turner000tre,5080,9096,9006,0,0,54900,2024-03-15,
MLB 2024 Live SS Trea Turner PHI,61299,95,1,0,2024,N,Philadelphia Phillies,Turner,Trea,,7,30,6,1993,1,1,6,0,91,83,69,63,76,99,95,77,71,66,78,101,91,87,69,63,76,98,2,2,0,55,63,88,88,60,63,1,34,1,1,74,1,34,1,1,74,1,34,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-,3,188,74,70,69,75,4,4,4,72,62,60,0,0,0,0,0,65,0,0,0,0,1,1,1,1,1,1,1,8,4,75,0,0,turner000tre,4251,7699,6039,0,0,0,2024-03-15,
Baseball Reference 1 SS Terry Turner CLE 1906,66426,95,10,32,1906,N,Cleveland Naps,Turner,Terry,Cotton Top,89,28,2,1881,1,1,6,0,95,78,75,65,103,80,112,105,98,55,116,95,90,74,69,69,99,78,2,1,0,62,87,86,69,71,67,1,11,1,1,20,1,11,1,1,20,1,11,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,24,4,83-85,4,173,104,94,105,111,0,0,0,2,1,10,0,0,0,0,0,116,0,0,0,0,0,0,0,1,0,0,0,1,4,75,0,0,turner001ter,26999,39555,27058,50001,0,50250,2024-05-02,
MLB 2024 Live DH Justin Turner TOR,64166,85,1,0,2024,N,Toronto Blue Jays,Turner,Justin,Redturn2,2,23,11,1984,1,1,10,0,86,72,75,75,81,84,91,69,77,78,82,90,85,73,74,75,81,82,0,0,0,7,14,13,53,73,33,1,27,1,1,53,1,27,1,1,53,1,27,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,-,3,180,50,52,64,43,0,0,0,43,49,62,0,0,22,0,45,0,0,0,0,0,1,1,1,1,1,0,1,8,3,15,0,0,turner001jus,0,1124,1092,0,0,0,2024-03-15,
Snapshot 3B Justin Turner LAD 2014,63352,100,7,0,2014,N,Los Angeles Dodgers,Turner,Justin,Redturn2,10,23,11,1984,1,1,5,0,112,72,73,81,76,135,106,66,80,90,72,130,113,75,70,79,77,136,0,0,0,47,34,78,53,3,10,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,21,4,83-85,3,180,80,61,94,60,0,0,0,7,6,3,0,0,0,56,83,53,0,0,0,0,0,1,1,0,0,0,0,7,5,200,0,0,turner001jus,46200,66000,55894,0,444444,0,2024-03-15,
Unsung Heroes SP Jacob Turner MIA 2013,62074,44,8,0,2013,N,Miami Marlins,Turner,Jacob,JET,33,21,5,1991,1,1,1,11,19,37,36,49,17,22,19,37,36,49,17,22,19,37,36,49,17,22,0,2,0,20,4,6,35,29,8,44,78,50,77,80,43,77,50,76,78,44,78,50,78,81,39,0,43,43,0,37,0,0,0,0,0,0,62,33,2,88-90,3,196,30,21,25,24,0,0,0,10,1,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,turner002jac,15,49,46,0,5001,5001,2024-03-15,
MLB 2024 Live SP Spencer Turnbull PHI,64189,57,1,0,2024,N,Philadelphia Phillies,Turnbull,Spencer,,56,18,9,1992,1,1,1,11,11,14,5,23,14,13,11,15,5,24,14,13,11,14,5,23,14,13,1,1,0,17,14,11,25,44,9,66,72,69,67,74,63,71,68,67,70,68,73,70,69,78,39,40,42,40,42,40,0,0,0,0,0,0,60,59,1,94-96,3,191,43,28,52,26,2,2,1,19,23,39,82,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8,0,1,0,1,turnbu000spe,0,8,10,0,0,0,2024-03-15,
Legend SP Bob Turley NYY Peak,63527,77,4,0,1955,Y,New York Yankees,Turley,Bob,Bullet Bob,19,19,9,1930,1,1,1,11,9,60,31,57,9,19,11,71,37,54,11,19,9,57,29,59,9,19,0,0,0,15,5,12,29,29,8,110,94,34,82,119,102,86,33,76,109,116,101,35,89,128,113,97,36,55,0,75,0,0,0,0,0,0,76,102,4,94-96,3,188,29,36,29,24,0,0,0,5,4,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,turley001rob,450,550,685,0,0,15001,2024-03-15,
MLB 2024 Live 2B Brice Turang MIL,61159,76,1,0,2024,N,Milwaukee Brewers,Turang,Brice,,0,21,11,1999,2,1,4,0,73,60,39,79,78,67,71,59,38,77,77,66,74,61,40,81,79,68,1,1,0,65,68,83,89,64,51,1,29,1,1,57,1,28,1,1,56,1,29,1,1,57,1,0,0,0,0,0,0,0,0,0,0,0,5,0,4,75-80,4,183,79,85,61,72,1,1,2,66,59,53,0,0,0,89,0,71,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,turang002bri,155,196,182,0,0,0,2024-03-15,
Snapshot SP John Tudor STL 1987,62509,56,7,0,1987,N,St. Louis Cardinals,Tudor,John,,30,2,2,1954,2,2,1,11,24,30,33,53,20,25,25,26,32,60,22,24,25,32,34,51,20,26,0,1,0,18,12,6,27,63,1,45,74,68,67,86,47,77,69,72,91,45,73,68,66,85,46,39,37,49,0,0,0,0,0,0,0,0,67,115,3,88-90,3,183,36,41,39,40,0,0,0,7,8,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,tudor-001joh,20,54,28,5002,0,5001,2024-03-15,
Rookie Sensation LF Preston Tucker HOU 2015,63948,46,3,0,2015,N,Houston Astros,Tucker,Preston,Tuck,20,6,7,1990,2,2,7,0,56,94,78,68,67,53,54,80,66,57,64,50,58,99,82,72,69,54,0,1,0,31,32,29,48,5,4,1,9,1,1,17,1,10,1,2,18,1,9,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,83-85,3,183,6,8,8,7,0,0,0,51,53,63,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,tucker002pre,6,12,16,0,5001,5001,2024-03-15,
MLB 2024 Live RF Kyle Tucker HOU,61426,95,1,0,2024,N,Houston Astros,Tucker,Kyle,,30,17,1,1997,2,1,9,0,77,91,90,87,92,66,76,88,86,81,89,65,77,93,92,89,93,67,2,2,0,54,62,84,70,50,51,1,34,1,1,76,1,34,1,1,74,43,34,1,1,76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,4,193,29,26,58,5,1,1,1,76,76,72,0,0,0,0,0,0,0,32,84,0,1,0,1,0,1,1,1,8,4,75,0,0,tucker001kyl,8500,0,7895,0,0,0,2024-03-15,
Snapshot SP John Tsitouris CIN 1964,62592,46,7,0,1964,N,Cincinnati Reds,Tsitouris,John,,38,4,5,1936,1,1,1,11,51,57,46,61,56,53,51,57,47,61,56,53,51,57,46,61,56,53,2,2,0,9,5,6,12,27,3,76,62,51,65,57,76,63,51,66,57,75,62,51,64,56,80,0,84,75,0,0,0,0,0,0,0,0,68,49,2,93-95,3,183,25,21,23,24,0,0,0,7,8,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,tsitou001joh,0,26,44,0,5001,0,2024-03-15,
Snapshot SP Virgil Trucks DET 1943,62655,93,7,0,1943,N,Detroit Tigers,Trucks,Virgil,Fire,22,26,4,1917,1,1,1,11,50,54,47,59,64,40,50,61,55,70,62,41,51,52,44,56,65,40,1,2,0,10,4,6,15,23,5,88,73,88,63,93,84,71,87,60,88,91,75,90,66,98,88,83,73,78,0,0,0,0,0,0,55,0,87,46,4,91-93,3,180,29,22,25,24,0,0,0,3,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,0,0,trucks001vir,5000,9500,5695,0,0,50001,2024-03-15,
Unsung Heroes 2B Dasher Troy NY4 1884,59301,58,8,0,1884,N,New York Metropolitans,Troy,Dasher,,53,8,5,1856,1,1,4,0,73,94,46,60,88,61,73,94,46,60,88,61,73,94,46,60,88,61,2,0,0,63,83,78,52,3,6,1,12,1,1,23,1,11,1,1,22,1,12,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,83-85,4,165,73,52,46,48,0,0,0,6,6,5,0,0,0,64,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,troy--001das,25,30,25,0,5001,0,2024-03-15,
MLB 2024 Live CF Mike Trout LAA,61588,100,1,0,2024,N,Los Angeles Angels,Trout,Mike,Kiiiid,27,7,8,1991,1,1,8,0,70,78,109,97,63,77,71,69,106,108,65,77,70,81,110,94,63,77,0,0,0,25,14,67,99,82,57,1,34,1,1,75,1,34,1,1,75,1,34,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-,3,188,20,32,36,20,0,0,0,89,88,65,0,0,0,0,0,0,0,87,0,0,1,0,0,0,1,1,1,8,5,200,0,0,trout-001mik,0,24420,23488,0,0,0,2024-03-15,
Hardware Heroes 1B Hal Trosky CLE 1936,62017,77,9,0,1936,N,Cleveland,Trosky,Hal,,19,11,11,1912,2,1,3,0,70,97,112,49,66,75,62,86,96,49,56,73,74,101,118,50,70,76,0,1,0,45,55,58,38,11,6,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,83-85,3,188,61,18,32,19,0,0,0,9,7,10,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,0,0,trosky002har,551,999,823,0,15001,15001,2024-03-15,
